gene,clone1_exp,clone2_exp,log2_fc,fdr
Pcgf6,0.013831524349246,0.0281437125748503,-1.02485249182453,1.24116739971716e-07
Endod1,0.00826049370857747,0.0205588822355289,-1.31546191334917,1.2605918602879e-07
Snx16,0.0103736432619345,0.0219560878243513,-1.08169835222924,1.26144771709572e-07
Nipsnap3b,0.0133512630871194,0.0279441117764471,-1.06556808508951,1.28058834467441e-07
Wdsub1,0.00432235135913937,0.0117764471057884,-1.44601609390022,1.32164083729782e-07
Rab11fip1,0.00720391893189895,0.0191616766467066,-1.41136995109333,1.33137140094435e-07
Zbtb17,0.00778023244645087,0.0159680638722555,-1.03730423287079,1.33511003960976e-07
Lig4,0.00826049370857747,0.0205588822355289,-1.31546191334917,1.34597948435968e-07
Phf8,0.0107578522716358,0.0251497005988024,-1.22515114231037,1.34815004958734e-07
Cdkl5,0.00537892613581788,0.0145708582834331,-1.43769577769047,1.40311753440335e-07
Adpgk,0.00614734415522044,0.0165668662674651,-1.43026557221498,1.43070859418731e-07
Kbtbd4,0.00624339640764576,0.0151696606786427,-1.28078584128318,1.44110119417415e-07
Rps6ka5,0.00662760541734704,0.0177644710578842,-1.42243511505628,1.44558425025465e-07
Mios,0.0110460090289117,0.0233532934131737,-1.08010080950708,1.45978493766362e-07
Cc2d2a,0.0118144270483143,0.0259481037924152,-1.13507944855727,1.46173133188604e-07
Serpina7,0.0121986360580156,0.0269461077844311,-1.14335705114672,1.49642978949163e-07
2610307P16Rik,0.0133512630871194,0.0387225548902196,-1.53619791033167,1.57821377711009e-07
Zfp507,0.0122946883104409,0.025748502994012,-1.06645339629131,1.62225490556739e-07
Igsf11,0.0064355009124964,0.0197604790419162,-1.61849357048989,1.62471074817507e-07
Ube2t,0.00902891172798002,0.019560878243513,-1.11534713330562,1.62615253915748e-07
Plekho2,0.0098933819998079,0.0217564870259481,-1.13690993846176,1.69998329489057e-07
Hccs,0.0059552396503698,0.0157684630738523,-1.40481057865828,1.71801977948081e-07
Lrp1b,0.00691576217462299,0.0169660678642715,-1.29469207556344,1.76836458636039e-07
AU040320,0.00970127749495726,0.0211576846307385,-1.12493511267946,1.80305653243506e-07
Mtrr,0.00461050811641533,0.0131736526946108,-1.51465775950535,1.81099048134877e-07
Vars2,0.00749207568917491,0.0181636726546906,-1.2776185622045,1.82164293792559e-07
Gyg,0.00787628469887619,0.0183632734530938,-1.22123609230698,1.88150014404595e-07
Heyl,0.00749207568917491,0.0197604790419162,-1.39918054208541,1.92875258284379e-07
Bend6,0.00336182883488618,0.0111776447105788,-1.73329804598069,1.92920144635489e-07
Hdac10,0.0145038901162232,0.006187624750499,1.22898228807015,1.96814483521037e-07
Plk4,0.00461050811641533,0.0129740518962076,-1.49263145317535,2.0108725296946e-07
Tada3,0.00729997118432427,0.018562874251497,-1.3464574385325,2.01789805676849e-07
Clcn5,0.0132552108346941,0.0291417165668663,-1.1365262429699,2.03577166891637e-07
Hnf1b,0.00374603784458746,0.012375249500998,-1.72402023239268,2.03772177255349e-07
Zmat3,0.00912496398040534,0.0209580838323353,-1.19961605020323,2.05615790063192e-07
Rab11fip2,0.00970127749495726,0.0229540918163673,-1.24250470906063,2.08146702560735e-07
Stk35,0.00413024685428873,0.0125748502994012,-1.60624130966587,2.08920638040133e-07
Wdr4,0.0108539045240611,0.02375249500998,-1.12986494176081,2.09382475874656e-07
Nup210,0.00355393333973682,0.0115768463073852,-1.70375377036668,2.14428547623513e-07
Zfp770,0.00288156757275958,0.0105788423153693,-1.87625599982273,2.16062035903396e-07
Vwa9,0.00710786667947363,0.0167664670658683,-1.23809019801786,2.18413770472122e-07
B4galt2,0.00566708289309384,0.0163672654690619,-1.5301350961243,2.2499027204534e-07
Tm2d1,0.00854865046585342,0.0189620758483034,-1.1493483182326,2.30229348038784e-07
Fam110a,0.00922101623283066,0.0201596806387226,-1.12847512289869,2.30326163155109e-07
Nbl1,0.0157525693977524,0.00678642714570858,1.21486302249969,2.30391901064159e-07
Med25,0.0108539045240611,0.0217564870259481,-1.00323150322979,2.31867460480751e-07
Cecr2,0.00384209009701277,0.0127744510978044,-1.73329804598069,2.36456601769364e-07
Cdh1,0.0194025549899145,0.00878243512974052,1.14355372324644,2.40162615164694e-07
Lnx2,0.00864470271827874,0.0213572854291417,-1.30484003093952,2.41346469971735e-07
Trp53bp2,0.0123907405628662,0.0269461077844311,-1.12081448249563,2.41544420610306e-07
Bend3,0.00441840361156469,0.0135728542914172,-1.61912702606138,2.42358372470787e-07
Isg15,0.0127749495725675,0.00479041916167665,1.41509379391198,2.46623969009439e-07
Pear1,0.0103736432619345,0.0215568862275449,-1.05522614086805,2.5426201746124e-07
Syde1,0.0134473153395447,0.0273453093812375,-1.02397520688361,2.58156058221177e-07
Tmco3,0.00662760541734704,0.0161676646706587,-1.28655168697451,2.59029921905076e-07
Zfp160,0.0108539045240611,0.0235528942115768,-1.11769022781471,2.63399939788686e-07
Ankrd13b,0.00854865046585342,0.0181636726546906,-1.08728735010035,2.70464199091945e-07
Gpnmb,0.00778023244645087,0.00199600798403194,1.96269576712921,2.74159062221051e-07
Samd14,0.0166170396695803,0.00798403193612774,1.05747399188131,2.77710424707786e-07
Slc22a5,0.00230525405820766,0.00758483033932136,-1.71819115359048,2.89920344432722e-07
2810006K23Rik,0.0110460090289117,0.0221556886227545,-1.00415195627378,2.97493081634999e-07
Kifc3,0.0094131207376813,0.0203592814371257,-1.11294163872434,3.02341945711143e-07
Lin9,0.0105657477667851,0.0231536926147705,-1.13184742247097,3.07157887141952e-07
Mfn2,0.0120065315531649,0.0241516966067864,-1.00830509348056,3.10429502340781e-07
Bloc1s4,0.0128710018249928,0.0259481037924152,-1.01150476343873,3.10581961620649e-07
Snip1,0.00480261262126597,0.0137724550898204,-1.5198944078715,3.12021170616891e-07
Map6,0.00691576217462299,0.017564870259481,-1.34473275806304,3.25841014850608e-07
Pus1,0.0103736432619345,0.0217564870259481,-1.06852296348151,3.32712384748332e-07
Gm10701,0.00288156757275958,0.0121756487025948,-2.07907288282242,3.35844488445526e-07
1810026J23Rik,0.0123907405628662,0.0259481037924152,-1.06636669847325,3.36279583721775e-07
Ubiad1,0.00461050811641533,0.0119760479041916,-1.37715423575542,3.38841946763442e-07
F2rl1,0.00403419460186341,0.0121756487025948,-1.59364605565218,3.41580106066157e-07
Senp8,0.00403419460186341,0.0127744510978044,-1.66290871808929,3.45975118913746e-07
1110012L19Rik,0.0098933819998079,0.0205588822355289,-1.05522614086805,3.5481014149518e-07
D3Ertd254e,0.0100854865046585,0.0227544910179641,-1.17387063736667,3.56571067545684e-07
Rftn2,0.00413024685428873,0.0121756487025948,-1.55969872372884,3.60875779513445e-07
Zmiz2,0.0110460090289117,0.02375249500998,-1.10455385323162,3.62385596831697e-07
Fbxo21,0.00605129190279512,0.0155688622754491,-1.36334843623038,3.62812001046503e-07
4833422C13Rik,0.00816444145615215,0.0231536926147705,-1.50381619985792,3.74368369327593e-07
Osbpl5,0.00864470271827874,0.0193612774451098,-1.16328588672551,3.90081777736077e-07
Atp1b1,0.00931706848525598,0.0205588822355289,-1.14181382586414,3.91301094914287e-07
Arl6,0.00845259821342811,0.0181636726546906,-1.10358916242945,3.93834995247725e-07
Ankle1,0.00518682163096725,0.0143712574850299,-1.4702636401469,3.96087336724877e-07
Gpsm1,0.00403419460186341,0.0117764471057884,-1.54555176745113,4.02549561316348e-07
Mcm3ap,0.0103736432619345,0.0239520958083832,-1.2072292343131,4.17196964155246e-07
Gdpd1,0.0102775910095092,0.0211576846307385,-1.0416796090301,4.19719513256266e-07
Rab23,0.00758812794160023,0.0173652694610778,-1.19438888853968,4.49479478827959e-07
Hyou1,0.00854865046585342,0.0187624750499002,-1.13408156157929,4.56833612007531e-07
Csrp2bp,0.0132552108346941,0.0277445109780439,-1.06564275681339,4.64117558771052e-07
Pdk4,0.0098933819998079,0.0215568862275449,-1.1236131158483,4.68768564877097e-07
Creb5,0.0102775910095092,0.0241516966067864,-1.2326223917415,4.75766012546229e-07
Fam109a,0.00374603784458746,0.0111776447105788,-1.57717884406341,4.78510616280272e-07
Nfyc,0.0104696955143598,0.0231536926147705,-1.1450228112187,4.98567340954666e-07
Hey1,0.00316972433003554,0.0119760479041916,-1.91772261711812,4.99157492167682e-07
Slc35g1,0.00576313514551916,0.0141716566866267,-1.29808266476422,5.08533923365568e-07
Zfp414,0.00326577658246086,0.0101796407185629,-1.64018864158921,5.16423832819848e-07
Thbs3,0.00922101623283066,0.0031936127744511,1.5297363598531,5.20957188000805e-07
Rnf26,0.00403419460186341,0.0107784431137725,-1.41779622025276,5.24287676430307e-07
Dok4,0.00384209009701277,0.0105788423153693,-1.46121850054389,5.36023933546919e-07
Orc1,0.00451445586399001,0.0131736526946108,-1.54503140854887,5.42507254087127e-07
Parpbp,0.0109499567764864,0.0227544910179641,-1.05522614086805,5.48091837504114e-07
Usp43,0.00768418019402555,0.0177644710578842,-1.20903147694709,5.48122687482206e-07
Ccnyl1,0.0126788973201422,0.0265469061876248,-1.06611445701079,5.48232590741801e-07
D930015E06Rik,0.0129670540774181,0.0273453093812375,-1.07644262677775,5.53488256017495e-07
Ripk2,0.00701181442704831,0.0173652694610778,-1.30834507783676,5.55486774377979e-07
Pygb,0.00797233695130151,0.017564870259481,-1.13961832815843,5.58738962942237e-07
Slfn9,0.00854865046585342,0.0213572854291417,-1.3209596963028,5.68987414023001e-07
Ints1,0.0113341657861877,0.0243512974051896,-1.1033204290691,5.69921872683471e-07
Zfp651,0.00432235135913937,0.013373253493014,-1.62946223499615,5.71913043002787e-07
Mlxip,0.0116223225434636,0.0245508982035928,-1.0788774089327,5.77761069217346e-07
Cep112,0.00797233695130151,0.0207584830339321,-1.38062642766222,5.82630739224653e-07
Zdhhc8,0.00931706848525598,0.0191616766467066,-1.04027579940208,6.11879977691006e-07
Zfp513,0.00883680722312938,0.0209580838323353,-1.24590970247716,6.13972586384188e-07
Stil,0.00701181442704831,0.0167664670658683,-1.2577190047668,6.22347393427783e-07
Tom1l1,0.0124867928152915,0.0255489021956088,-1.0328583278396,6.44898934312384e-07
Pcid2,0.00768418019402555,0.0167664670658683,-1.12561546875945,6.64403778849278e-07
Erich1,0.0102775910095092,0.0225548902195609,-1.13393811688209,6.82961433766277e-07
Rnpc3,0.0104696955143598,0.0225548902195609,-1.10722077850631,6.88913566720587e-07
2610524H06Rik,0.00787628469887619,0.00239520958083832,1.71736336302887,6.98006199142329e-07
Ispd,0.00681970992219768,0.0169660678642715,-1.31486995750107,6.99301466399517e-07
Ccdc138,0.00413024685428873,0.0117764471057884,-1.5116044355278,7.0543418526754e-07
Gpatch2l,0.0112381135337624,0.0245508982035928,-1.12737592662389,7.42671645547874e-07
Strn,0.0123907405628662,0.0289421157684631,-1.22390797545973,7.4382049936945e-07
Mmab,0.00441840361156469,0.0137724550898204,-1.64018864158921,7.51838772324597e-07
Cptp,0.00480261262126597,0.0131736526946108,-1.45576407045178,7.60294046424641e-07
Dnase1l1,0.00835654596100279,0.0179640718562874,-1.104135741349,7.75032724896332e-07
Dusp4,0.0130631063298434,0.0275449101796407,-1.07628775639588,8.03759956000279e-07
Greb1l,0.00441840361156469,0.0107784431137725,-1.28655168697451,8.10034310353497e-07
Lnp,0.00787628469887619,0.019560878243513,-1.31238398036518,8.35036919605061e-07
Vasn,0.0145999423686485,0.006187624750499,1.23850506218866,8.39335210376068e-07
Dph2,0.00701181442704831,0.0163672654690619,-1.22295358660612,8.48119553475887e-07
Bard1,0.00854865046585342,0.0191616766467066,-1.16445521062281,8.77932682346489e-07
Mdm1,0.00749207568917491,0.0165668662674651,-1.14486335335273,8.95335952446696e-07
Bud13,0.00576313514551916,0.0153692614770459,-1.41512208595444,9.03946120026488e-07
Proser1,0.0054749783882432,0.0139720558882236,-1.35161914364828,9.48916030100884e-07
Elk1,0.00268946306790894,0.00858283433133732,-1.67413597351255,1.01232562316189e-06
Cdk2ap1,0.00845259821342811,0.0177644710578842,-1.07152795319715,1.02243627790013e-06
Mtm1,0.00432235135913937,0.0115768463073852,-1.42135403966595,1.03096809619627e-06
Spdl1,0.011718374795889,0.0245508982035928,-1.06700330864441,1.0314235794392e-06
Taf1b,0.0128710018249928,0.0261477045908184,-1.02255995194773,1.03748547415907e-06
Polr3g,0.00979732974738258,0.0217564870259481,-1.15098512367348,1.04450494809615e-06
Cog6,0.0119104793007396,0.0255489021956088,-1.10102983048118,1.06030661013514e-06
Steap1,0.00653155316492172,0.0147704590818363,-1.17721666524666,1.07155311760763e-06
Epb4.1l4b,0.00768418019402555,0.0167664670658683,-1.12561546875945,1.09275344943716e-06
Dcp1b,0.00509076937854193,0.0135728542914172,-1.41476852755519,1.09742421050767e-06
Sirt5,0.00499471712611661,0.0127744510978044,-1.35478642272696,1.11765333676828e-06
Wtip,0.0110460090289117,0.00499001996007984,1.1464077203016,1.12017971400557e-06
Lrat,0.00701181442704831,0.0165668662674651,-1.24044101333496,1.12181735485404e-06
Btbd11,0.016232830659879,0.0335329341317365,-1.04666412736463,1.12920305529628e-06
Gbp2b,0.0129670540774181,0.00419161676646707,1.62927203340402,1.20609140975761e-06
Zbtb37,0.00797233695130151,0.017564870259481,-1.13961832815843,1.23435292120646e-06
Polr3b,0.0128710018249928,0.0259481037924152,-1.01150476343873,1.24260278795544e-06
Pknox1,0.0106618000192105,0.0229540918163673,-1.10630032546232,1.25915909305764e-06
Amot,0.00605129190279512,0.0153692614770459,-1.34473275806304,1.27633165305073e-06
Tmem265,0.00413024685428873,0.0101796407185629,-1.30138672813745,1.27651827102699e-06
Mctp1,0.0176736144462588,0.00738522954091816,1.25888244956001,1.28607093511556e-06
Mrs2,0.00441840361156469,0.0127744510978044,-1.53166418481104,1.32125384462443e-06
Ccdc88c,0.00576313514551916,0.0153692614770459,-1.41512208595444,1.35026463910143e-06
Gba2,0.00393814234943809,0.0111776447105788,-1.50502905830757,1.36689807893394e-06
Homer3,0.0119104793007396,0.0241516966067864,-1.01989306775577,1.37298311452408e-06
Lamc2,0.00413024685428873,0.011377245508982,-1.4618514003307,1.38781331187771e-06
Bmper,0.022860436077226,0.0109780439121756,1.05823190891523,1.44474084175556e-06
Map3k12,0.013831524349246,0.0063872255489022,1.11469886057426,1.47465179483668e-06
Gm9825,0.00566708289309384,0.0143712574850299,-1.34250809294852,1.48036603319799e-06
Spire2,0.00826049370857747,0.0029940119760479,1.46414801822553,1.49325211756139e-06
Tmem132a,0.00585918739794448,0.0141716566866267,-1.27423592280985,1.53473165376425e-06
Gm26694,0.00422629910671405,0.011377245508982,-1.4286845363955,1.57513563114407e-06
Wdr44,0.00710786667947363,0.0169660678642715,-1.2551637113768,1.59097656265592e-06
Cks2,0.00470656036884065,0.0125748502994012,-1.41779622025276,1.61166053932468e-06
Gpn2,0.00364998559216214,0.0105788423153693,-1.53521908198767,1.6132637737153e-06
Pfkfb1,0.00422629910671405,0.0103792415169661,-1.29623424037185,1.65074048857973e-06
Enoph1,0.00979732974738258,0.0209580838323353,-1.09704631656268,1.70064826075754e-06
Tnc,0.0112381135337624,0.0291417165668663,-1.37468598016467,1.72051506935888e-06
Setd1a,0.00451445586399001,0.0119760479041916,-1.40752788479893,1.89759118752241e-06
Nckipsd,0.00509076937854193,0.0135728542914172,-1.41476852755519,1.90572139527774e-06
Rpgr,0.00729997118432427,0.0169660678642715,-1.21668956356217,1.94509578561362e-06
Zfp182,0.00797233695130151,0.0165668662674651,-1.05522614086805,2.00039157946681e-06
Snupn,0.00557103064066852,0.0139720558882236,-1.32652816268545,2.00235222191718e-06
Rhoj,0.0196907117471905,0.0407185628742515,-1.0481713833341,2.02040637930101e-06
Dgka,0.0122946883104409,0.00479041916167665,1.35981135841079,2.07478860169654e-06
Chst14,0.00509076937854193,0.012375249500998,-1.28150199669173,2.31725521873084e-06
Atp11a,0.00970127749495726,0.0201596806387226,-1.05522614086805,2.32173163628561e-06
Rab33b,0.00633944866007108,0.0155688622754491,-1.29623424037185,2.34794859728602e-06
Impdh2,0.00413024685428873,0.0117764471057884,-1.5116044355278,2.36611006537104e-06
5830416P10Rik,0.00624339640764576,0.0147704590818363,-1.24231169346855,2.41474134393826e-06
Ano8,0.00509076937854193,0.0127744510978044,-1.32730568630485,2.49119444713689e-06
Hps5,0.00874075497070406,0.017564870259481,-1.00686311930665,2.49168873736704e-06
Etv3,0.0110460090289117,0.0227544910179641,-1.04262610408842,2.55576018381671e-06
Hps4,0.00585918739794448,0.0139720558882236,-1.25377182025013,2.55964590267949e-06
Pacrgl,0.00826049370857747,0.0167664670658683,-1.02127880894471,2.60421277966573e-06
Sf3b4,0.00528287388339257,0.0119760479041916,-1.18075702295191,2.60770853843705e-06
5530601H04Rik,0.0103736432619345,0.0207584830339321,-1.00077835684568,2.61215061870464e-06
Gm10138,0.00172894054365575,0.0063872255489022,-1.88530113942574,2.63104678319284e-06
Gapdh,0.0034578810873115,0.0107784431137725,-1.64018864158921,2.63464696685042e-06
Pradc1,0.0104696955143598,0.00419161676646707,1.32064076113011,2.67130892144018e-06
Gm19705,0.00797233695130151,0.0159680638722555,-1.00211480440849,2.67492485477016e-06
Cldn12,0.0103736432619345,0.0211576846307385,-1.02825909326778,2.79456498345191e-06
Adamts5,0.00585918739794448,0.00179640718562874,1.70558619525252,2.86986752661702e-06
Pms2,0.00845259821342811,0.0193612774451098,-1.19570736441788,2.98595201112935e-06
Lgals4,0.0110460090289117,0.00518962075848303,1.08982419193523,3.01439176227087e-06
Map9,0.00729997118432427,0.0163672654690619,-1.16485063204255,3.06755347448502e-06
Lysmd3,0.00499471712611661,0.0131736526946108,-1.39918054208541,3.10342271689694e-06
Nbeal2,0.0029776198251849,0.00998003992015968,-1.7448860202559,3.11028891242421e-06
Slc25a40,0.00845259821342811,0.0171656686626747,-1.02205927693285,3.20770207453809e-06
Raver1,0.00499471712611661,0.0129740518962076,-1.37715423575541,3.20900876116809e-06
Sema3a,0.0101815387570839,0.0219560878243513,-1.10866539982951,3.2162426312182e-06
Zfp938,0.00451445586399001,0.011377245508982,-1.33352730335516,3.29080716158837e-06
Fbxl4,0.00537892613581788,0.0125748502994012,-1.22515114231037,3.30272792365529e-06
Mynn,0.00806838920372683,0.0177644710578842,-1.13864214905569,3.31034611790581e-06
Tpst1,0.00585918739794448,0.0147704590818363,-1.33394216893412,3.41034482936414e-06
Tbx20,0.00729997118432427,0.0205588822355289,-1.49379915460769,3.4329799173461e-06
Dhx37,0.00470656036884065,0.011377245508982,-1.27340631091759,3.75526509600428e-06
Ppcs,0.011718374795889,0.0235528942115768,-1.00713185266701,3.94715551822732e-06
Fam3a,0.00336182883488618,0.0107784431137725,-1.68083062608655,4.05626237965416e-06
Uhrf1bp1,0.00816444145615215,0.0179640718562874,-1.13768830106003,4.06948562278165e-06
Gm12602,0.00614734415522044,0.0165668662674651,-1.43026557221498,4.10122808777214e-06
Fam118b,0.011430218038613,0.0229540918163673,-1.00589842850448,4.27333537752085e-06
Pcsk7,0.00816444145615215,0.0173652694610778,-1.08877870057908,4.39388823051737e-06
Gbp2,0.011430218038613,0.00439121756487026,1.38016000380259,4.51123367803308e-06
Tug1,0.0089328594755547,0.0187624750499002,-1.07065618143766,4.55526231431543e-06
Snx33,0.00384209009701277,0.00978043912175649,-1.3480078900959,4.61053374786827e-06
9130221H12Rik,0.00461050811641533,0.0103792415169661,-1.17070335828799,4.88610498460567e-06
B4galt3,0.00710786667947363,0.0145708582834331,-1.03559733411912,4.98625141266643e-06
Zbtb45,0.0064355009124964,0.0155688622754491,-1.27453916927253,5.08153757986121e-06
Tarsl2,0.00826049370857747,0.0183632734530938,-1.15252334222297,5.16442442272591e-06
Clcn6,0.00566708289309384,0.0143712574850299,-1.34250809294852,5.23593447378293e-06
Gem,0.00605129190279512,0.0145708582834331,-1.26777077624815,5.35519085861719e-06
